Working Hours,Deadlines,Productivity Score,Sleep Hours,Work Type,Stress Level
37.16746707663763,,,8.908810948878251,Remote,
41.77938483794324,17.0,93.0,5.013300154164082,Onsite,3.0
53.135172173696695,10.0,51.0,6.835561224268426,Remote,10.0
32.69135683566045,3.0,57.0,7.1992880240008725,Onsite,4.0
47.27459934604129,18.0,95.0,5.789844321996221,Remote,7.0
58.07142754282428,13.0,,6.883775838502171,Remote,
,12.0,86.0,7.842166691289927,Remote,10.0
46.84633858532304,,54.0,6.299288952523164,Remote,4.0
47.598827942484235,4.0,76.0,8.146494421195579,,1.0
52.8182287177731,10.0,55.0,7.589096410572985,Remote,
32.63049289121918,11.0,44.0,6.12564969826985,Remote,10.0
31.795433869157236,6.0,,8.691181550683824,Remote,7.0
50.21941565616898,6.0,91.0,5.888594329475316,Onsite,0.0
47.96984673233186,9.0,67.0,8.283839958107821,,6.0
,15.0,96.0,5.915476452570898,,2.0
48.46448209496975,2.0,80.0,6.525889961737396,Hybrid,3.0
38.19975278421509,16.0,93.0,6.756033565334285,Onsite,7.0
47.322536971610035,5.0,66.0,7.507874636329543,Hybrid,
47.93072473298681,17.0,70.0,3.379827744574786,Remote,6.0
37.85648581973632,8.0,80.0,7.687023327234784,,0.0
63.65774511144757,8.0,75.0,6.846281165286386,Onsite,8.0
49.73832920911788,12.0,86.0,7.428610241914887,Remote,5.0
33.08696502797351,8.0,82.0,7.7537324854331535,Remote,2.0
51.5655360863383,,40.0,,Onsite,6.0
35.253183297726785,3.0,89.0,3.9889587216114215,Remote,4.0
52.87084603742452,18.0,68.0,5.408484101817967,Hybrid,7.0
56.58595579007404,,40.0,7.499223901489096,Hybrid,7.0
36.7931768164829,19.0,47.0,7.299544294938097,Remote,8.0
54.63376129244322,15.0,96.0,5.815669471725519,Remote,5.0
49.12780926936498,6.0,55.0,8.106458800089822,,3.0
53.2206015999449,16.0,97.0,6.6153622463071295,Remote,1.0
63.967929826539475,8.0,67.0,8.328589530822782,Hybrid,2.0
42.54611883997129,16.0,61.0,8.815031967168615,Onsite,4.0
,18.0,57.0,7.417453077344766,Hybrid,7.0
36.10485570374477,16.0,61.0,7.833328722748835,Remote,9.0
36.841897150345616,11.0,80.0,6.087309877851609,,1.0
44.228982905858956,7.0,51.0,8.338314809214978,Hybrid,4.0
90.0,17.0,58.0,1.0,Hybrid,8.0
47.766907993300194,,64.0,6.557933441733728,Remote,1.0
53.27183249036024,12.0,89.0,,Remote,7.0
45.13001891877907,13.0,98.0,6.271837946343851,Remote,2.0
59.53534077157317,10.0,44.0,5.335786682740385,Onsite,7.0
42.35343166762044,7.0,98.0,8.142234608409042,Onsite,3.0
72.20169166589619,14.0,73.0,,Hybrid,3.0
51.25667347765006,,78.0,8.374403798394805,Hybrid,6.0
36.42842443583717,17.0,98.0,10.0,Onsite,4.0
34.29107501938888,16.0,49.0,6.30938961775454,Onsite,3.0
49.824724152431855,5.0,86.0,7.894858517325325,Hybrid,6.0
42.76537214674149,7.0,96.0,5.2279675531257315,Onsite,2.0
52.14000494092092,10.0,46.0,6.70412403947155,Hybrid,
49.73237624573545,17.0,99.0,4.783976186717684,Remote,4.0
44.271710873431275,7.0,76.0,7.852291475957185,Hybrid,2.0
36.532062819315954,1.0,86.0,6.466762505628698,Onsite,1.0
29.851527753141355,7.0,91.0,3.918126962707124,Onsite,6.0
,11.0,99.0,5.972472335597404,Onsite,6.0
,9.0,,9.689671491411245,Hybrid,
47.14093744130204,12.0,54.0,7.615644830876354,,3.0
32.542612212880115,12.0,81.0,8.153638994433624,Hybrid,
,4.0,63.0,7.188317918949645,Remote,1.0
48.85317379728837,16.0,65.0,6.7276616176071515,Remote,1.0
36.16142563798867,13.0,65.0,7.023368520714327,Onsite,6.0
,19.0,85.0,7.368149086335677,,9.0
45.58208718446,10.0,65.0,5.355021331598476,Hybrid,
33.57029702169377,5.0,,8.14459302360783,Onsite,3.0
48.577873603482836,7.0,49.0,8.682741237981222,Hybrid,3.0
,16.0,56.0,6.705115904583503,Onsite,3.0
55.830512431752766,1.0,92.0,6.215439355575121,Onsite,10.0
55.53802052034903,12.0,53.0,5.887136500532795,Remote,1.0
31.22330632042909,2.0,41.0,9.638824905343643,,8.0
35.62174960084877,7.0,87.0,6.321593741209665,Hybrid,0.0
50.1503526720866,11.0,52.0,7.979971471321811,Onsite,7.0
50.13785950912209,13.0,66.0,6.7156394567760165,Remote,5.0
50.150476863060476,2.0,48.0,6.634554916423105,Remote,9.0
80.0,7.0,46.0,5.852875449691416,Hybrid,6.0
50.70890510693167,15.0,87.0,5.544550755858976,Onsite,4.0
56.35565640180599,11.0,49.0,8.109881140369826,Hybrid,5.0
,,,5.5106162799548954,Hybrid,5.0
51.51391251305798,7.0,93.0,7.693778859388117,Onsite,8.0
41.84730755359654,4.0,48.0,7.135875885222245,Remote,9.0
52.589692204932675,11.0,61.0,8.128957801718855,Hybrid,3.0
,2.0,62.0,6.085069134114166,Hybrid,10.0
42.63181393259991,16.0,46.0,8.620216249780142,Remote,4.0
40.14636452170897,7.0,,6.788214126864495,Onsite,3.0
45.81874139386323,13.0,48.0,10.0,Onsite,0.0
68.14658566673509,5.0,66.0,4.57873549755274,Onsite,9.0
26.32734807408252,17.0,,,Remote,5.0
51.86260190374514,12.0,68.0,6.810451002915792,,4.0
28.872841288103483,19.0,56.0,7.334203152578291,Remote,3.0
40.280681342105666,7.0,59.0,,Hybrid,5.0
55.889505969673664,6.0,46.0,4.646678060464918,Hybrid,4.0
45.64280019095463,8.0,82.0,6.207404841969436,Onsite,
34.22255222070694,13.0,79.0,6.451469522691317,Onsite,1.0
37.84696290740032,,46.0,7.274202569096111,Onsite,5.0
51.79597748934676,2.0,67.0,8.681707517515527,Remote,3.0
37.69633368282864,9.0,58.0,7.286096089910672,Onsite,10.0
47.16458589581975,11.0,59.0,7.31221264492396,Remote,9.0
45.45571839903814,,83.0,7.576551574775209,Onsite,2.0
38.483996523941826,7.0,78.0,4.367604710325628,Onsite,7.0
66.43944089325325,,79.0,4.506213246795861,Onsite,8.0
51.33919022318011,19.0,46.0,4.754516516703552,Remote,
24.74857413342393,6.0,45.0,6.440089213006969,,1.0
46.86454314769428,11.0,64.0,4.192427320413939,Remote,
38.38213535231612,44.0,80.0,5.965318682906342,Remote,10.0
53.52433334796224,7.0,98.0,4.947626132528477,Remote,10.0
37.07479261567299,8.0,,,Hybrid,4.0
43.85263558533101,19.0,,7.656483443362376,Remote,10.0
50.049872789804574,4.0,79.0,6.549033940396052,Onsite,9.0
53.657551941701215,6.0,61.0,4.150058622749587,Hybrid,
32.997035929442234,17.0,88.0,,Remote,4.0
41.654987641590516,,56.0,,Remote,1.0
40.25054688839044,7.0,87.0,8.216090000858522,Hybrid,
38.46670767426288,9.0,61.0,9.630106940969455,Remote,10.0
62.65454240281097,1.0,73.0,8.677747270632524,Hybrid,4.0
49.049817109609556,1.0,47.0,7.247164793601894,Onsite,5.0
32.391160456649544,19.0,88.0,6.572137989538937,Remote,4.0
54.17861947054776,6.0,,5.88559885556308,,9.0
66.22156197012633,18.0,57.0,9.033492843834892,Onsite,10.0
55.32465260551147,10.0,,7.2498858695486605,Remote,0.0
29.806300340459867,11.0,99.0,7.945816313025178,Remote,0.0
40.15765927133749,,93.0,6.114670393105964,,2.0
57.669111491866225,1.0,99.0,5.138636401735289,Remote,8.0
,13.0,81.0,6.3994934225909095,Onsite,10.0
49.43819428146229,5.0,41.0,6.54560760129156,Remote,1.0
52.74634053429337,1.0,41.0,7.2876586504662075,Hybrid,9.0
35.730695284219166,3.0,66.0,5.893849166524037,Onsite,4.0
44.404746439382,18.0,53.0,7.0374547950729465,Onsite,8.0
90.0,9.0,87.0,2.0,Onsite,6.0
34.756123586657104,,78.0,4.490557585694297,Onsite,10.0
42.4743184860684,17.0,92.0,3.8246461120654773,Hybrid,7.0
,14.0,92.0,8.868870772927686,Hybrid,1.0
61.32411303931635,4.0,95.0,4.804560312951569,Hybrid,4.0
30.698586220393672,5.0,51.0,6.429892049661319,Hybrid,8.0
5.0,17.0,,2.0,Remote,0.0
90.0,8.0,67.0,15.0,Hybrid,0.0
0.0,5.0,94.0,15.0,Remote,9.0
30.641378488205607,4.0,67.0,7.108594971727448,Onsite,7.0
56.63163752154959,4.0,,10.0,Remote,1.0
45.10233061019587,6.0,64.0,,Remote,8.0
35.18491348952049,13.0,43.0,5.959412036697423,Remote,9.0
49.62103474263271,5.0,65.0,8.576332361420304,Hybrid,
46.9905969557347,7.0,75.0,7.758261636387694,Hybrid,
38.99783122841205,1.0,89.0,,Onsite,1.0
45.69802084990019,14.0,42.0,5.638196787283886,,2.0
41.1468640313824,4.0,40.0,7.6770520471682,Remote,9.0
46.13517345251248,68.0,56.0,6.540931802403374,Hybrid,0.0
,56.0,46.0,6.430659887606262,Hybrid,2.0
60.86016816145352,16.0,87.0,5.849392973021693,Remote,4.0
32.62184501173151,14.0,44.0,8.49973528159364,Onsite,2.0
66.33033374656267,16.0,58.0,5.848392972055927,Hybrid,2.0
25.479122004774982,8.0,,5.857532141596355,Onsite,9.0
43.482149049644164,3.0,85.0,8.16690665137046,Remote,5.0
50.883172064845766,19.0,73.0,6.783504298295359,Hybrid,2.0
47.809918677350325,,,,Onsite,2.0
38.77300480179406,2.0,88.0,8.549340226137508,Onsite,8.0
42.918777496427246,15.0,55.0,8.970550917687904,Remote,1.0
40.06999065341167,10.0,79.0,3.8082314170997176,Hybrid,0.0
39.106352430557884,18.0,89.0,6.806838617823632,Onsite,9.0
53.496020970210246,56.0,86.0,4.884603207739005,Onsite,7.0
48.57015485965047,68.0,78.0,6.419809993214011,Onsite,2.0
38.070904047393455,,66.0,6.989895765828846,Onsite,6.0
53.995998754332504,1.0,80.0,6.467718140388676,Onsite,1.0
48.072995208766095,5.0,77.0,5.462086853995449,Onsite,10.0
53.1286211883896,13.0,89.0,5.385990043427807,Onsite,10.0
51.29628841923612,14.0,89.0,8.091912083548376,Onsite,7.0
36.710049890779274,3.0,64.0,9.302214709155788,Onsite,8.0
39.39818959803031,15.0,65.0,3.9092846065997504,Onsite,7.0
52.472936051232615,19.0,95.0,6.508572000901726,Hybrid,7.0
51.10370265433465,17.0,53.0,8.097946206091475,Remote,7.0
44.79098406035852,3.0,53.0,6.951094359398727,Remote,6.0
46.17327383308782,16.0,53.0,5.329470067141691,Remote,1.0
57.77664895788425,14.0,64.0,6.283315893904633,Onsite,7.0
,12.0,75.0,7.4532253561477875,Remote,4.0
50.470973811700375,,43.0,6.539211835929467,Onsite,5.0
42.97807347566106,,86.0,6.92803009912216,Hybrid,3.0
42.8231879677278,17.0,54.0,6.9712592536275375,Remote,0.0
55.9877685198719,8.0,71.0,6.2135775855125575,Hybrid,4.0
53.2541634898803,17.0,,8.224853535956552,Hybrid,2.0
90.0,11.0,53.0,15.0,Onsite,8.0
58.05478807154329,2.0,97.0,5.491798011651637,Remote,3.0
45.21003841632759,,40.0,,Hybrid,9.0
51.81952971294964,10.0,81.0,6.8833088658438735,Remote,1.0
,11.0,59.0,3.0998189497015254,Hybrid,3.0
48.24166352488442,6.0,49.0,8.882117256006481,Hybrid,2.0
43.698569456323156,4.0,49.0,8.87729330382085,Onsite,2.0
45.96995964992718,12.0,98.0,7.685763296735547,Remote,4.0
50.95157025436914,11.0,63.0,7.947452814731003,Onsite,0.0
36.81779316766527,13.0,73.0,10.0,Onsite,4.0
,5.0,67.0,5.555797354047254,Onsite,7.0
34.93982618500298,6.0,66.0,,Onsite,9.0
32.85811387212268,1.0,,9.95455401857668,Onsite,8.0
56.581108735000676,6.0,40.0,10.0,Hybrid,0.0
52.91662693962936,18.0,72.0,6.450861530638394,Remote,1.0
51.24119817052155,9.0,43.0,10.0,Remote,1.0
51.2834550926428,15.0,46.0,8.203946051985426,Onsite,5.0
44.87753227153085,8.0,48.0,,Remote,0.0
36.02745628514168,19.0,55.0,8.154731354736679,Hybrid,10.0
45.75804558193726,64.0,44.0,7.45816936579056,Onsite,0.0
,6.0,73.0,10.0,Hybrid,1.0
54.75119733417751,6.0,99.0,,Hybrid,3.0
43.52942618497861,,62.0,9.853424710530957,Onsite,1.0
36.745028032074885,10.0,82.0,10.0,Hybrid,3.0
41.78614158347007,1.0,89.0,9.044572481915127,Onsite,2.0
49.12931454275624,14.0,,6.892406527283499,Hybrid,2.0
,4.0,96.0,7.366653021968527,Remote,8.0
36.77779604433569,12.0,90.0,5.087791577090686,Remote,7.0
47.436872114919126,6.0,52.0,6.321130045085215,Remote,9.0
47.44966571108723,11.0,63.0,7.931067629657767,Onsite,8.0
39.9305682462887,12.0,,4.859931541350054,Hybrid,0.0
40.289616943816775,10.0,91.0,6.553133008002893,Hybrid,4.0
47.32049937357636,18.0,,9.917242962352155,Remote,3.0
30.519156585026757,7.0,56.0,6.768453890839175,Remote,10.0
,28.0,,8.550442503231274,,8.0
37.81555778747564,11.0,52.0,7.849753682582827,Onsite,2.0
42.86552848288153,4.0,66.0,6.538465845239648,Hybrid,4.0
48.10907565598005,1.0,59.0,6.767427011722552,Onsite,
,13.0,72.0,7.250297871162482,Onsite,
53.576596232020194,18.0,,3.923466267210854,Onsite,4.0
43.40061470036573,9.0,71.0,8.420462201313258,Remote,8.0
44.80983792097311,9.0,47.0,6.822429887418805,Remote,
34.97470635362191,9.0,95.0,8.472875744903337,Hybrid,5.0
44.8148686400761,10.0,68.0,,Onsite,4.0
0.0,2.0,79.0,1.0,,8.0
48.227185603380896,6.0,58.0,7.296322942075223,Onsite,6.0
36.727690564476774,15.0,45.0,7.301366405992622,Hybrid,7.0
50.193465142411725,3.0,83.0,9.214285149594707,,6.0
60.32738913002578,11.0,99.0,7.093981739167986,Hybrid,9.0
43.91239851543143,6.0,78.0,7.43224826146313,Hybrid,9.0
49.01711722098941,3.0,87.0,5.107165325909838,Remote,4.0
51.90143991711113,11.0,80.0,6.929434827552279,Onsite,10.0
40.987795281141636,15.0,60.0,9.181465152694736,Remote,4.0
47.24092481810417,13.0,96.0,7.643231509018222,,10.0
45.12592400781795,10.0,61.0,5.37848189535616,Onsite,3.0
45.97676098548832,6.0,81.0,5.539257496137692,Hybrid,1.0
37.26990216144534,60.0,49.0,5.887756858883999,Hybrid,8.0
45.245101742589426,72.0,49.0,8.499446565390226,Onsite,9.0
,18.0,91.0,8.314810768438454,Remote,9.0
59.51143607795042,7.0,68.0,3.0,Hybrid,9.0
54.59270826085207,15.0,55.0,6.877921458573819,Hybrid,
66.53182457511556,18.0,40.0,,Onsite,2.0
37.326524371119504,18.0,56.0,5.556784706711028,Onsite,10.0
53.723206367206785,9.0,69.0,6.4142875045841645,Hybrid,10.0
46.83342005738352,2.0,65.0,8.996497823694547,Remote,2.0
66.89802933217672,8.0,92.0,7.613264817721755,Hybrid,2.0
36.91701714644849,8.0,85.0,6.250626039532242,Onsite,7.0
36.602781578192236,11.0,58.0,6.719037457587939,Hybrid,
39.00607354555978,,92.0,6.658190306506655,Onsite,0.0
23.76104275690193,6.0,60.0,7.422932797278249,Hybrid,2.0
39.74244978319239,10.0,56.0,,Onsite,3.0
,5.0,85.0,5.995367050315079,Onsite,1.0
46.50393786476208,11.0,,8.553094674707115,Remote,5.0
48.41755975777159,,60.0,6.891150269561215,Onsite,9.0
5.0,2.0,,1.0,Hybrid,0.0
54.5042383818605,1.0,80.0,5.78700993751343,Onsite,
39.23096344337597,19.0,79.0,8.081265403196028,Hybrid,7.0
,2.0,84.0,6.223292102004826,Remote,3.0
49.919191715065054,4.0,88.0,7.766355068629874,Hybrid,0.0
31.797667929793576,12.0,58.0,6.059748518662785,Remote,6.0
63.31458765854354,18.0,99.0,5.305052661000018,Remote,8.0
56.79440120721287,4.0,46.0,7.36667193774618,Onsite,9.0
,1.0,56.0,6.853928491129799,Remote,6.0
27.868654709091224,14.0,40.0,8.02768650762296,Hybrid,0.0
58.538723741654124,16.0,76.0,,Remote,0.0
43.85460154747382,5.0,96.0,6.463049666869903,Remote,0.0
57.378163119734616,,45.0,7.523400741026671,Onsite,
29.05572341205633,13.0,65.0,6.41678532181094,Hybrid,6.0
39.00624977046227,16.0,41.0,7.950470446107082,Remote,2.0
45.05243699718183,13.0,98.0,7.350123191660963,Onsite,2.0
45.46980593764742,2.0,71.0,6.064245223955838,,2.0
40.49934528520756,16.0,96.0,5.938633163472229,Hybrid,1.0
51.228499323474985,6.0,87.0,7.403001887655753,Onsite,3.0
34.32379570617405,14.0,93.0,8.743286578978875,Remote,6.0
43.576205149787064,1.0,44.0,8.351944316809039,Onsite,8.0
46.20295631711899,17.0,76.0,5.585485894030143,Hybrid,2.0
50.14438834058749,11.0,70.0,5.743235055966165,,9.0
52.1161487808889,19.0,51.0,5.964283432650367,Onsite,6.0
33.75357908162131,3.0,74.0,6.105155605623021,Remote,3.0
29.658858292643778,11.0,69.0,4.275009844721343,Onsite,0.0
0.0,5.0,87.0,15.0,Hybrid,4.0
48.323140119795916,68.0,45.0,6.316175896941971,Onsite,7.0
,7.0,54.0,7.693111383846275,Onsite,2.0
60.51151975522523,10.0,54.0,6.526362987674358,Remote,9.0
46.156746342928585,11.0,55.0,6.965551149528324,Onsite,3.0
56.792971840638266,3.0,59.0,5.972221182384239,Remote,2.0
45.67518481410109,40.0,52.0,6.957613370052641,,9.0
65.60747924881987,10.0,83.0,5.693131282278234,Onsite,7.0
62.55340842443204,14.0,81.0,6.968740670843143,Remote,9.0
42.51035851520926,12.0,85.0,9.185834612598935,Remote,7.0
,15.0,70.0,7.7809070772415065,Hybrid,3.0
51.45375949585147,10.0,73.0,7.436577851539544,,10.0
58.68631557532349,40.0,68.0,5.020388772949008,Onsite,1.0
35.35076539419896,19.0,,7.850884603087,Hybrid,2.0
51.86051459998439,1.0,48.0,7.99668007653963,Remote,2.0
0.0,40.0,50.0,2.0,Remote,3.0
27.412605135768857,2.0,,7.321423737607197,Hybrid,10.0
33.16741487334225,17.0,64.0,6.789728209583714,Onsite,1.0
,7.0,61.0,7.974103773733694,Onsite,1.0
42.305931655554424,7.0,81.0,9.095515832479784,Hybrid,2.0
,9.0,97.0,7.495792259358123,Onsite,0.0
60.02357052096028,2.0,85.0,5.54242423108461,,7.0
45.74094780419775,,48.0,5.657174283771167,Onsite,5.0
61.286155455712915,17.0,59.0,8.089359809906446,Remote,2.0
31.198985417851084,,98.0,5.554612892468919,Onsite,0.0
27.966175606448452,9.0,,7.3015824809658545,,2.0
44.44452301103381,19.0,49.0,,Hybrid,0.0
48.840654489393074,4.0,61.0,5.391646069967041,Remote,2.0
44.67305251905907,8.0,68.0,8.248404382861311,Onsite,
24.325578999601234,13.0,48.0,8.060155580592843,Remote,5.0
44.10879960487212,4.0,44.0,4.966526045097972,Onsite,6.0
31.95530499495147,9.0,79.0,7.722165193467742,Onsite,
51.69672548830039,9.0,50.0,7.502889992424057,Remote,8.0
48.66598246096848,18.0,40.0,,,7.0
35.60120213672645,12.0,92.0,7.250172907983464,Hybrid,3.0
39.861330826633065,10.0,81.0,9.140254212633478,Onsite,5.0
34.40786478111048,44.0,40.0,6.810008677703839,Hybrid,10.0
44.37320902726828,7.0,97.0,6.59185840377375,,0.0
54.551423205012384,9.0,93.0,5.53781368360324,Onsite,7.0
100.0,6.0,78.0,1.0,Hybrid,5.0
,19.0,99.0,5.463272501476842,Hybrid,1.0
39.69742381627559,16.0,85.0,7.3275994681161585,Remote,7.0
